10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"[(0, 31458858, 93.6, 65536000), (1, 31410522, 93.1, 65536000), (2, 31310632, 93.9, 65536000), (3, 31268960, 93.4, 65536000), (4, 20551466, 93.6, 65536000), (5, 20474590, 93.6, 65536000), (6, 20241768, 93.6, 65536000), (7, 20221994, 93.6, 65536000), (8, 20147714, 93.7, 65536000), (9, 20104328, 93.6, 65536000), (-1, 0, 93.5, 100)]","[(0, 25520398, 93.7, 65536000), (1, 25395360, 93.0, 65536000), (2, 24971176, 93.6, 65536000), (3, 24844494, 94.2, 65536000), (4, 15386474, 93.4, 65536000), (5, 15108810, 94.1, 65536000), (6, 14709392, 93.7, 65536000), (7, 14603852, 93.7, 65536000), (8, 14246942, 93.9, 65536000), (9, 14086860, 93.7, 65536000), (-1, 0, 93.5, 100)]","[(0, 27565660, 92.6, 65536000), (1, 27331528, 92.6, 65536000), (2, 26924804, 91.8, 65536000), (3, 26695176, 92.9, 65536000), (4, 16292670, 93.6, 65536000), (5, 16014828, 93.4, 65536000), (6, 15302288, 93.9, 65536000), (7, 15135116, 93.9, 65536000), (8, 14953966, 93.5, 65536000), (9, 14593384, 93.8, 65536000), (-1, 0, 93.5, 100)]","[(0, 33452964, 91.5, 65536000), (1, 33025808, 91.4, 65536000), (2, 32556584, 90.9, 65536000), (3, 32119324, 90.8, 65536000), (4, 18053918, 91.9, 65536000), (5, 17411586, 92.2, 65536000), (6, 16030410, 93.5, 65536000), (7, 15421456, 93.7, 65536000), (8, 15044880, 93.6, 65536000), (9, 14151216, 93.5, 65536000), (-1, 0, 93.5, 100)]","[(0, 15449259, 93.1, 65536000), (1, 15204405, 93.2, 65536000), (2, 14793999, 93.2, 65536000), (3, 14560731, 93.5, 65536000), (4, 7536244, 93.8, 65536000), (5, 7247202, 93.6, 65536000), (6, 6766390, 93.8, 65536000), (7, 6609172, 93.9, 65536000), (8, 6342112, 94.1, 65536000), (9, 6007006, 93.9, 65536000), (-1, 0, 93.5, 100)]","[(0, 16440186, 90.8, 32768000), (1, 16127745, 90.7, 32768000), (2, 15776640, 91.4, 32768000), (3, 15460944, 90.8, 32768000), (4, 8811732, 92.5, 32768000), (5, 8536256, 93.1, 32768000), (6, 8159438, 93.5, 32768000), (7, 7982928, 94.0, 32768000), (8, 7849278, 93.6, 32768000), (9, 7625420, 93.4, 32768000), (-1, 0, 93.5, 100)]","[(0, 15866877, 92.3, 32768000), (1, 15667863, 92.5, 32768000), (2, 15385308, 91.9, 32768000), (3, 15183108, 91.6, 32768000), (4, 8674640, 93.1, 32768000), (5, 8429284, 93.3, 32768000), (6, 8137732, 93.5, 32768000), (7, 7998234, 93.7, 32768000), (8, 7818422, 93.1, 32768000), (9, 7531688, 93.4, 32768000), (-1, 0, 93.5, 100)]","[(0, 20689768, 92.9, 32768000), (1, 20490732, 92.7, 32768000), (2, 20129678, 93.5, 32768000), (3, 19921336, 92.9, 32768000), (4, 12545106, 93.3, 32768000), (5, 12221612, 93.4, 32768000), (6, 11943488, 94.2, 32768000), (7, 11807352, 93.8, 32768000), (8, 11706476, 93.9, 32768000), (9, 11543648, 93.5, 32768000), (-1, 0, 93.5, 100)]","[(0, 14563557, 92.1, 32768000), (1, 14349936, 92.4, 32768000), (2, 14020980, 92.3, 32768000), (3, 13803501, 92.4, 32768000), (4, 7705306, 93.1, 32768000), (5, 7469792, 93.1, 32768000), (6, 7261730, 93.8, 32768000), (7, 7113436, 93.3, 32768000), (8, 6874112, 93.5, 32768000), (9, 6586030, 93.5, 32768000), (-1, 0, 93.5, 100)]","[(0, 9080520, 91.1, 16384000), (1, 8883315, 90.3, 16384000), (2, 8598225, 90.6, 16384000), (3, 8376075, 90.6, 16384000), (4, 4828432, 92.5, 16384000), (5, 4603242, 93.2, 16384000), (6, 4488814, 92.7, 16384000), (7, 4395816, 93.2, 16384000), (8, 4317526, 93.2, 16384000), (9, 4236646, 93.1, 16384000), (-1, 0, 93.5, 100)]","[(0, 10136529, 91.7, 16384000), (1, 9979149, 91.6, 16384000), (2, 9746262, 91.7, 16384000), (3, 9581352, 92.1, 16384000), (4, 5903738, 93.2, 16384000), (5, 5740612, 93.8, 16384000), (6, 5628072, 93.2, 16384000), (7, 5550032, 93.8, 16384000), (8, 5494400, 93.7, 16384000), (9, 5424696, 93.9, 16384000), (-1, 0, 93.5, 100)]","[(0, 10646001, 93.0, 16384000), (1, 10460109, 92.7, 16384000), (2, 10152246, 93.3, 16384000), (3, 9939291, 92.7, 16384000), (4, 6395206, 93.6, 16384000), (5, 6194968, 93.9, 16384000), (6, 6058310, 93.6, 16384000), (7, 5987324, 93.9, 16384000), (8, 5934012, 94.0, 16384000), (9, 5871740, 93.8, 16384000), (-1, 0, 93.5, 100)]","[(0, 9571077, 93.3, 16384000), (1, 9371553, 93.9, 16384000), (2, 9119025, 93.8, 16384000), (3, 8914629, 93.2, 16384000), (4, 5463364, 93.7, 16384000), (5, 5307940, 94.0, 16384000), (6, 5173312, 93.6, 16384000), (7, 5082416, 93.4, 16384000), (8, 5008858, 93.8, 16384000), (9, 4940118, 93.4, 16384000), (-1, 0, 93.5, 100)]","[(0, 4628721, 93.6, 8192000), (1, 4461207, 93.3, 8192000), (2, 4209318, 94.0, 8192000), (3, 4019658, 93.1, 8192000), (4, 2469636, 93.5, 8192000), (5, 2295658, 94.0, 8192000), (6, 2197850, 93.3, 8192000), (7, 2138614, 93.6, 8192000), (8, 2097058, 93.6, 8192000), (9, 2041620, 93.3, 8192000), (-1, 0, 93.5, 100)]","[(0, 3789072, 93.4, 8192000), (1, 3648936, 93.6, 8192000), (2, 3387909, 93.9, 8192000), (3, 3236508, 93.9, 8192000), (4, 2031844, 93.6, 8192000), (5, 1822110, 93.9, 8192000), (6, 1693378, 93.4, 8192000), (7, 1620550, 93.5, 8192000), (8, 1583276, 93.3, 8192000), (9, 1543314, 93.6, 8192000), (-1, 0, 93.5, 100)]","[(0, 3887475, 93.4, 8192000), (1, 3759126, 93.4, 8192000), (2, 3472674, 93.4, 8192000), (3, 3347364, 93.5, 8192000), (4, 2241496, 93.3, 8192000), (5, 2002044, 93.5, 8192000), (6, 1841460, 93.7, 8192000), (7, 1779056, 93.6, 8192000), (8, 1734950, 93.6, 8192000), (9, 1696774, 93.6, 8192000), (-1, 0, 93.5, 100)]","[(0, 2826831, 93.4, 8192000), (1, 2752440, 93.4, 8192000), (2, 2619387, 93.5, 8192000), (3, 2542036, 93.5, 8192000), (4, 1638910, 93.4, 8192000), (5, 1533796, 93.5, 8192000), (6, 1485974, 93.5, 8192000), (7, 1446874, 93.5, 8192000), (8, 1427524, 93.5, 8192000), (9, 1406002, 93.5, 8192000), (-1, 0, 93.5, 100)]"
option,accuracy,operations saved,total operations,% saved
"[0, 0, 9, 9, 9, 7, 7, 6, 6, 0, 5, 8, 5, 2, 5, 9, 9]",77.3,159181030,557056000,0.28575408935546875
"[0, 0, 9, 9, 9, 7, 7, 7, 6, 0, 5, 8, 5, 2, 5, 9, 9]",78.0,159022773,557056000,0.2854699940400965
"[0, 0, 9, 9, 9, 7, 7, 8, 6, 0, 5, 8, 5, 2, 5, 9, 9]",78.0,158947737,557056000,0.28533529304055605
"[0, 0, 9, 9, 9, 7, 7, 9, 6, 0, 5, 8, 5, 2, 5, 9, 9]",78.0,158817100,557056000,0.28510077981387866
"[0, 0, 9, 9, 9, 7, 7, 9, 6, 0, 5, 8, 6, 2, 5, 9, 9]",77.6,158756587,557056000,0.28499214980181525
"[0, 0, 9, 9, 9, 7, 7, 9, 6, 0, 5, 8, 7, 2, 5, 9, 9]",77.8,158719579,557056000,0.2849257148293888
"[0, 0, 9, 9, 9, 7, 7, 9, 6, 0, 5, 8, 8, 2, 5, 9, 9]",78.5,158655061,557056000,0.28480989523494943
"[0, 0, 9, 9, 9, 8, 7, 9, 6, 0, 5, 8, 8, 2, 5, 9, 9]",78.5,158557323,557056000,0.28463444070255056
"[0, 0, 9, 9, 9, 9, 7, 9, 6, 0, 5, 8, 8, 2, 5, 9, 9]",79.0,158362859,557056000,0.28428534833122704
"[0, 0, 9, 9, 9, 9, 7, 9, 6, 0, 5, 9, 8, 2, 5, 9, 9]",79.0,158318860,557056000,0.2842063634535846
"[0, 0, 9, 9, 9, 9, 8, 9, 6, 0, 5, 9, 8, 2, 5, 9, 9]",78.0,158141699,557056000,0.28388833259133733
"[0, 0, 9, 9, 9, 9, 9, 9, 6, 0, 5, 9, 8, 2, 5, 9, 9]",79.3,157784394,557056000,0.2832469159294577
"[0, 0, 9, 9, 9, 9, 9, 9, 7, 0, 5, 9, 8, 2, 5, 9, 9]",80.0,157693426,557056000,0.2830836145737592
"[0, 0, 9, 9, 9, 9, 9, 9, 8, 0, 5, 9, 8, 2, 5, 9, 9]",79.4,157500950,557056000,0.28273809096392466
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 0, 5, 9, 8, 2, 5, 9, 9]",80.1,157028807,557056000,0.2818905226763557
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 0, 5, 9, 8, 2, 6, 9, 9]",81.2,156961897,557056000,0.281770409079159
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 0, 5, 9, 8, 2, 7, 9, 9]",81.2,156924757,557056000,0.28170373714671415
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 1, 5, 9, 8, 2, 7, 9, 9]",81.3,156770651,557056000,0.28142709350585937
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 2, 5, 9, 8, 2, 7, 9, 9]",82.5,156482182,557056000,0.2809092479032629
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 3, 5, 9, 8, 2, 7, 9, 9]",81.4,156268722,557056000,0.28052605483111215
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 4, 5, 9, 8, 2, 7, 9, 9]",86.1,153045360,557056000,0.2747396312040441
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 5, 5, 9, 8, 2, 7, 9, 9]",86.3,152854349,557056000,0.27439673749138327
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 6, 5, 9, 8, 2, 7, 9, 9]",87.5,152778598,557056000,0.2742607529584099
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 7, 5, 9, 8, 2, 7, 9, 9]",86.5,152698976,557056000,0.27411781939338237
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 8, 5, 9, 8, 2, 7, 9, 9]",87.3,152639997,557056000,0.2740119431439568
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 9, 5, 9, 8, 2, 7, 9, 9]",88.2,152590393,557056000,0.27392289644129136
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 9, 5, 9, 8, 3, 7, 9, 9]",87.6,152438109,557056000,0.27364952356675093
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 9, 5, 9, 8, 4, 7, 9, 9]",88.1,151184808,557056000,0.271399658203125
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 9, 5, 9, 8, 5, 7, 9, 9]",89.0,151093730,557056000,0.27123615938074447
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 9, 6, 9, 8, 5, 7, 9, 9]",89.0,151010786,557056000,0.27108726232192093
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 9, 7, 9, 8, 5, 7, 9, 9]",89.8,150977618,557056000,0.27102772073184744
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 9, 8, 9, 8, 5, 7, 9, 9]",89.5,150909580,557056000,0.27090558220358457
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 5, 7, 9, 9]",89.6,150910230,557056000,0.27090674905215995
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 5, 8, 9, 9]",89.4,150882084,557056000,0.27085622271369486
"[0, 0, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 5, 9, 9, 9]",89.6,150835482,557056000,0.27077256505629593
"[0, 1, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 5, 9, 9, 9]",89.1,150771126,557056000,0.2706570362764246
"[0, 2, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 5, 9, 9, 9]",89.3,150273140,557056000,0.26976307588465076
"[0, 3, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 5, 9, 9, 9]",89.4,150225670,557056000,0.26967786003561584
"[0, 4, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 5, 9, 9, 9]",90.5,141056834,557056000,0.2532184089211857
"[0, 5, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 5, 9, 9, 9]",89.8,140765380,557056000,0.25269520479090074
"[0, 6, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 5, 9, 9, 9]",89.9,140456068,557056000,0.25213994284237135
"[0, 7, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 5, 9, 9, 9]",89.9,140384414,557056000,0.2520113130457261
"[0, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 5, 9, 9, 9]",90.4,140054748,557056000,0.2514195125804228
"[0, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 5, 9, 9, 9]",90.3,139909028,557056000,0.25115792308134194
"[0, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 5, 9, 9, 9]",90.1,139788762,557056000,0.25094202737247245
"[0, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 6, 9, 9, 9]",90.7,139757276,557056000,0.2508855052274816
"[0, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 7, 9, 9, 9]",90.5,139727638,557056000,0.2508323005227482
"[0, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 9, 9, 9]",90.4,139711176,557056000,0.2508027487362132
"[0, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",90.5,139664956,557056000,0.25071977682674634
"[1, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",90.8,139624814,557056000,0.25064771584903495
"[2, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",91.5,139661126,557056000,0.2507129013959099
"[3, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",90.6,139638206,557056000,0.2506717565199908
"[4, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",91.1,128801854,557056000,0.23121886129940258
"[5, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",91.1,128865344,557056000,0.23133283547794117
"[6, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",91.2,128634240,557056000,0.23091796875
"[7, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",91.7,128619234,557056000,0.2308910307042739
"[8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",91.0,128544882,557056000,0.23075755758846508
"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",91.2,128499138,557056000,0.23067544017118566
"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10]",91.2,127111024,557056000,0.22818356502757353
"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 10]",91.3,125749244,557056000,0.22573896340762867
"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 10, 10]",91.4,124174456,557056000,0.2229119801240809
"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 10, 10, 10]",91.6,122209132,557056000,0.21938392549402574
"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10]",91.8,117306418,557056000,0.21058281034581802
"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10]",91.8,111517174,557056000,0.20019023940142464
"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10]",92.0,106098908,557056000,0.1904636302274816
"[9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10]",93.1,101825854,557056000,0.18279285026999081
"[9, 9, 9, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]",93.3,95322442,557056000,0.17111823945886948
"[9, 9, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",93.3,83774732,557056000,0.1503883487477022
"[9, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",93.5,76288380,557056000,0.13694921156939338
"[9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",93.6,68599650,557056000,0.12314677518956801
"[9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",93.7,62880074,557056000,0.1128792688706342
"[9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",93.8,48775418,557056000,0.08755927231732537
"[9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",93.6,34184442,557056000,0.061366257611443015
"[9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",93.6,20104328,557056000,0.036090317670036766
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",93.5,0,557056000,0.0
